ensgene,Hipposideros armiger,Rhinolophus affinis,Myotis laniger,Miniopterus fuliginosus,Taphozous melanopogon,Cynopterus sphinx,Rousettus leschenaultia,Eonycteris spelaea
ENSMLUG00000007960,43.72,28.05,28.76,24.46,25.41,40.18,39.32,12.18
ENSMLUG00000010433,0,12.46,0,1.17,0,0,0,0
ENSMLUG00000014515,37.87,44.35,67.27,98.61,30.16,0,57.5,39.58
ENSMLUG00000025713,0,3.8,11.85,0,0,18.76,9.81,5.55
ENSMLUG00000025382,156.82,76.94,85.94,49.56,29.93,68.47,130.08,75.7
ENSMLUG00000016659,0,0,0,0,0,0,0,4.67
ENSMLUG00000024146,39.04,35.88,31.7,38.21,51.13,54.72,17.59,22.47
ENSMLUG00000003025,41.01,51.93,42.63,34.11,31.32,42.08,48.38,43.25
ENSMLUG00000004292,6.06,11.87,30.65,8.82,52.08,49.63,8.62,22.63
ENSMLUG00000000492,40.24,0,9.24,17.78,0,0,12.62,23.07
ENSMLUG00000006791,19.01,17.33,12.03,11.43,19.54,15.76,13.19,18.45
ENSMLUG00000005009,5.51,0,0,0,0,0,0,0
ENSMLUG00000012505,3.83,0,4.18,2.36,1.91,0,0,0
ENSMLUG00000006752,20.86,14.49,36.22,43.54,33.36,34.77,32.51,16.3
ENSMLUG00000008972,37.38,16.99,35.87,0,59.4,25.26,51.64,36.72
ENSMLUG00000028935,0,3.74,0,0,0,0,0,0
ENSMLUG00000027303,0,0,0,0,127.1,0,91.1,71.66
ENSMLUG00000012394,0,0,0,0,6.95,0,0,0
ENSMLUG00000016873,7.59,0,0,0,0,0,0,0
ENSMLUG00000005127,13.52,10.49,19.8,12.48,10.82,34.97,16.22,22.33
ENSMLUG00000002993,4.66,4.54,0,7.8,11.98,7.37,6.2,9.96
ENSMLUG00000016921,12.05,14.91,11.87,9.49,28.15,19.42,22.38,15.35
ENSMLUG00000014464,41.55,17.29,33.83,34.78,48.29,32.16,16.2,14.52
ENSMLUG00000006159,19.85,36.26,17.36,7.07,77.81,25.65,26.68,0
ENSMLUG00000014323,178.63,272.62,153.92,118.76,197.08,70.48,180.12,199.12
ENSMLUG00000029884,16.12,0,0,9.7,0,15.63,8.6,6.14
ENSMLUG00000001599,0,14.17,13.32,7.92,33.51,0,62.32,10.37
ENSMLUG00000004477,28.45,22.57,17.73,16.9,19.04,35.3,26.98,16.46
ENSMLUG00000004108,0,10.17,6.44,16.24,0,0,0,8.71
ENSMLUG00000009090,0,0,3.19,3.04,0,0,3.11,0
ENSMLUG00000003808,125.63,95.82,95.29,99.21,105.17,77.43,76.84,72.16
ENSMLUG00000017339,0.94,5.87,5.43,6.38,0,0,0,6.06
ENSMLUG00000011472,0,9.06,0,0,23.34,0,16.22,10.1
ENSMLUG00000003759,17.47,10.29,2.48,4.84,15.67,14.42,9.01,17.13
ENSMLUG00000013444,0,0,4.93,0,27.09,18.6,0,0
ENSMLUG00000007736,8.61,2.71,7.18,4.13,11.91,9.23,6.13,5.92
ENSMLUG00000013863,0,9.76,4.12,7.4,21.28,25.87,3.55,12.12
ENSMLUG00000014594,476.34,1256.33,617.48,705.5,701,827.44,469.71,426.04
ENSMLUG00000006117,0,20.27,0,10.36,38.98,0,0,10.77
ENSMLUG00000007274,17.93,11.52,13.98,19.6,18.96,13.53,15.24,17.87
ENSMLUG00000017545,54.03,42.58,30.42,18.97,34.12,56.09,54.82,22.48
ENSMLUG00000008650,14.01,12.29,14.27,11.36,16.12,11.11,14.3,10.36
ENSMLUG00000010564,0,0,3.59,6.36,0,0,0,0
ENSMLUG00000009438,1.61,0,6.14,5.01,0,0,0,2.55
ENSMLUG00000011179,0,0,25.58,0,0,0,0,0
ENSMLUG00000017055,14.71,4.39,2.54,3.45,10.5,15.09,16.85,10
ENSMLUG00000001144,30.56,148,26.69,20.49,79.8,35.57,75.36,66.94
ENSMLUG00000010579,0,0,0,2.7,0,0,0,0
ENSMLUG00000008415,156.84,139.11,276.36,267.6,214.74,228.92,297.4,262.86
ENSMLUG00000002919,19.15,10.89,20.33,14.61,12.26,17.05,15.1,11.15
ENSMLUG00000014872,11.59,0,8.55,0,16.16,0,0,0
ENSMLUG00000016792,27.8,10.77,10.62,11.23,20.8,27.86,13.29,12.71
ENSMLUG00000001758,0,0,4.16,3.74,5.91,0,0,0
ENSMLUG00000000641,50.83,17.61,26.44,18.84,14.48,53.87,40.06,18.44
ENSMLUG00000002590,35.63,21.59,26.1,21.92,33.3,0,30.55,29.12
ENSMLUG00000028499,11.68,11.02,9.06,5.79,12.55,12.94,3.1,7.13
ENSMLUG00000010228,49.73,56.01,80.21,82.14,48.45,66.75,60.68,55.75
ENSMLUG00000005186,148.51,69.26,102.05,68.93,70.18,48.03,84.66,54.32
ENSMLUG00000005066,23.14,16.12,24.22,28,14.38,19.93,35.26,26.47
ENSMLUG00000008508,13.91,26.41,25.13,28.6,21.14,24.42,8.21,9.02
ENSMLUG00000014627,34.98,31.61,0,25.93,52.29,42.93,20.33,19.88
ENSMLUG00000004688,59.09,78.47,106.62,92.55,163.54,142.19,197.83,96.7
ENSMLUG00000003752,71.98,9.82,4.62,3.67,7.65,42.9,20.72,10.46
ENSMLUG00000012764,49.87,36.83,38.68,34.95,70.16,74.02,111.22,64.27
ENSMLUG00000029442,0,0,0,0,0,4.16,0,8.28
ENSMLUG00000002858,0,0,0,0,11.72,0,0,0
ENSMLUG00000013522,105.91,92.93,107.63,64.19,106.37,40.51,134.27,56.26
ENSMLUG00000004855,10.22,0,8.98,8.48,0,15.99,0,10.75
ENSMLUG00000011602,6.1,2.5,0,2.48,0,7.15,3.66,0
ENSMLUG00000003673,0,0,6.87,6.71,4.8,0,0,8.46
ENSMLUG00000012303,22.34,13.01,9.8,10.03,16.87,16.18,11.68,8.35
ENSMLUG00000022371,31.28,26.38,0,10.89,27.46,41.97,22.65,23.92
ENSMLUG00000005705,11.29,15.6,26.71,17.36,0,0,11.05,1.17
ENSMLUG00000009679,42.04,80.77,40.73,32.33,74.14,28.01,49.47,17.17
ENSMLUG00000004454,63.95,44.85,26.39,26.31,81.53,33.12,57.37,69.41
ENSMLUG00000012215,52.23,40.27,53.32,37.62,35.35,91.83,53.63,65.18
ENSMLUG00000011542,0,0,9.04,4.84,0,0,0,0
ENSMLUG00000008243,0,29.94,16.13,9.02,16.55,24.26,28.38,16
ENSMLUG00000014885,0,0,0,0,14.42,0,0,0
ENSMLUG00000010537,0,0,4.92,27.14,0,0,0,0
ENSMLUG00000005325,23.12,32.25,36.15,28.8,32.29,99.62,29.7,28.08
ENSMLUG00000017230,20.59,23.19,5.46,4.94,17.89,17.48,23.34,15.26
ENSMLUG00000016238,34.66,23.2,38.81,45.12,37.27,26.22,22.43,36.42
ENSMLUG00000024629,116.74,44.01,127.39,30.32,36.14,25.11,30.87,66.2
ENSMLUG00000000515,70.4,73.25,73.35,46.83,127.17,57.6,108.46,74.14
ENSMLUG00000003599,0,3.88,2.14,6.02,10.61,0,0,0
ENSMLUG00000013029,0,5.15,6.2,9.75,58.35,26.51,9.7,15.3
ENSMLUG00000000057,0,0,0,0,2.39,0,0,0
ENSMLUG00000014534,19.69,26.82,17.64,11.92,46.34,39.67,14.52,11.7
ENSMLUG00000011539,139.17,248.87,306.55,230.32,195.82,153.07,127.06,135.85
ENSMLUG00000014427,23.84,21.63,0,8.46,182.01,0,10.88,8.32
ENSMLUG00000009070,35.75,15.18,37.79,42.29,18.66,17.28,21.37,12.76
ENSMLUG00000008036,77.44,19.8,29.38,10.65,22.68,50.63,40.03,8.25
ENSMLUG00000000007,0,9.49,11.66,8.58,14.68,13.65,0,0
ENSMLUG00000010702,18.47,8.28,6.8,12.15,12.67,18.69,5.6,8.35
ENSMLUG00000013313,0,0,0,0,0,0,4.46,0
ENSMLUG00000011319,10.12,12.64,11.86,11.71,38.85,12.19,37.64,11.42
ENSMLUG00000016088,23.51,20.42,5.66,6.47,13.44,17.84,10.72,17.87
ENSMLUG00000006385,3.05,8.4,9.67,5.64,7.51,23.38,0,12.42
ENSMLUG00000013529,149.38,191.55,496.14,198.21,123.43,191.94,171.9,99.21
ENSMLUG00000000381,17.72,12.96,9.4,8.38,25.59,27.25,24.24,23.59
ENSMLUG00000010457,0,25.67,0,0,0,0,0,0
ENSMLUG00000016271,12.67,0,0,0,0,0,0,0
ENSMLUG00000014905,0,218.38,0,650.83,334.45,0,682.7,667.72
ENSMLUG00000023122,55.46,51.36,26.49,22.41,48.57,23.65,35.52,32.51
ENSMLUG00000015048,0,0,0,0,0,0,2.45,0
ENSMLUG00000016441,0,0,0,4.99,47.8,20.93,0,0
ENSMLUG00000005287,11.42,0,5.35,5.58,0,16.58,0,3.17
ENSMLUG00000005377,7.56,25.82,16.07,0,11.58,0,22.82,10.52
ENSMLUG00000012150,12.6,12.75,3.63,2.06,9.08,8.27,7.24,6.82
ENSMLUG00000015801,2.38,0,0,0,0,0,12.73,0
ENSMLUG00000030697,44.5,15.23,58.8,30.48,23.6,13.73,45.01,15.89
ENSMLUG00000024035,13.9,3.56,4.02,3.61,0,10.5,11.24,13.13
ENSMLUG00000005206,69.06,33.37,13.72,23.56,0,82.07,71.01,90.98
ENSMLUG00000013651,27.94,18.9,17.96,15.2,19.92,28.86,34.42,26.38
ENSMLUG00000015638,20,31.03,102.79,46.09,53.08,91.59,56.7,29.92
ENSMLUG00000014806,0,12.47,8.21,5.25,19.74,24.52,28.14,36.66
ENSMLUG00000017795,132.67,165.71,196.8,77.1,135.76,112.39,111.51,84.67
ENSMLUG00000007678,0,0,0,0,0,0,0,0
ENSMLUG00000008769,53.33,22.32,17.16,21.32,25.14,23.92,19.8,21.61
ENSMLUG00000009680,0,8.41,5.56,4.97,6.72,0,4.37,2.48
ENSMLUG00000000562,0,0,3.67,2.69,4.14,2.92,0,4.42
ENSMLUG00000015677,0,3.52,0,0,0,0,0,0
ENSMLUG00000014002,28.45,11.52,13.35,14.05,17.46,13.34,12.26,7.75
ENSMLUG00000015019,0,0,0,4.67,0,0,0,0
ENSMLUG00000011937,0,0,9.16,3.64,14.55,26.15,31.39,18.12
ENSMLUG00000015211,17.31,21.57,15.9,13.48,21.36,11.44,118.95,75.2
ENSMLUG00000017782,4.35,0,9.01,7.15,7.3,13.45,0,2.36
ENSMLUG00000017777,36.48,12.48,27.83,28.22,14.42,10.64,29.42,10.25
ENSMLUG00000012654,16.9,3.7,7.24,5.78,0,0,0,3.32
ENSMLUG00000010154,23.22,8.37,36.5,13.05,54.82,18.99,48.57,11.32
ENSMLUG00000009089,0,0,0,7.49,0,19.61,0,0
ENSMLUG00000012256,339.19,212.46,304.86,160.91,279.55,186.4,338.73,572.62
ENSMLUG00000000127,68.03,73.46,69.75,52.19,104.9,61.61,62.05,49.8
ENSMLUG00000015981,20.51,48.98,111.56,37.86,53.4,35.27,37.36,56.78
ENSMLUG00000004584,0,16,13.74,13.92,31.42,10.5,9.07,6.54
ENSMLUG00000013375,0,0,0,0,0,0,51.22,71.36
ENSMLUG00000005299,0,2.8,2.72,0,0,6.1,7.37,4.66
ENSMLUG00000011666,0,7.61,17.64,8.44,9.66,0,0,0
ENSMLUG00000007005,6.87,4.75,8.23,6.2,11.81,8.95,5.77,7.04
ENSMLUG00000005347,50.92,32.65,31.99,27.44,37.75,0,0,0
ENSMLUG00000003080,0,12.85,4.4,4.41,19.86,0,10.84,11.83
ENSMLUG00000017200,53.57,20.69,18.46,15.33,15.33,30.26,22.6,28.03
ENSMLUG00000015714,0,0,0,1.28,0,0,0,0
ENSMLUG00000010488,40.95,25.78,25.68,16.41,17.93,13.87,27,19.44
ENSMLUG00000005095,43.29,10.98,18.79,11.04,15.33,7.41,12.81,3.96
ENSMLUG00000005610,0,35.89,0,57.25,209.84,96.91,0,89.01
ENSMLUG00000005181,11.39,14.26,8.77,8.86,10.21,16.09,12.27,11.68
ENSMLUG00000011797,92.72,91.17,48.64,42.32,123.04,62.33,61.82,46.92
ENSMLUG00000011451,340.91,315.97,467.17,157.61,287.21,95.56,302.92,236.95
ENSMLUG00000007938,54.5,36.75,16.82,20.07,32.68,34.52,45.52,14.81
ENSMLUG00000007975,0,0,0,0,0,5.5,0,1.62
ENSMLUG00000009563,32.47,12.11,21.58,13.08,34.19,37.13,30.34,37.29
ENSMLUG00000029653,15.16,6.04,5.45,4.16,11.68,10.64,8.4,7.52
ENSMLUG00000024115,0,0,0,0,1.38,0,0,0
ENSMLUG00000013237,131.4,89.82,46.4,31.14,72.13,53.53,140.55,58.04
ENSMLUG00000006494,22.46,6.17,12.56,13.5,29.85,20.75,8.95,10.48
ENSMLUG00000017629,24.06,12.05,12.99,9.63,20.28,17.44,20.52,8.88
ENSMLUG00000000179,124.21,47.61,39.07,46.21,152.43,59.24,62.85,30.49
ENSMLUG00000004546,67.64,15.05,21.9,15.27,29.04,20.73,23.78,31.28
ENSMLUG00000000868,22.54,20.83,13.79,10.65,21.89,13.29,10.27,14.33
ENSMLUG00000013238,28.26,11.45,15.02,11.36,18.42,32.13,39.27,24.72
ENSMLUG00000010962,15.38,261.06,31.77,17.77,14.12,17.67,19.42,27.11
ENSMLUG00000005617,33.23,25.99,38.81,14.95,111.44,34.5,20.99,55.75
ENSMLUG00000024937,74.58,46.91,43.7,48.22,45.73,68.83,52.18,80.51
ENSMLUG00000006245,0,0,0,5.48,0,0,0,0
ENSMLUG00000013488,0,0,0,0,0,4.84,0,4.36
ENSMLUG00000016469,0,0,0,0,17.37,37.64,9.19,13.62
ENSMLUG00000016782,16.41,10.35,8.58,7.25,20.66,14.79,10.04,12.91
ENSMLUG00000012127,0,0,0,0,0,180.71,0,0
ENSMLUG00000001507,19.21,7.59,9.13,6.79,9.83,13.28,7.61,10.18
ENSMLUG00000014998,6.65,4.4,11.97,7.54,20.58,23.62,16.67,24.57
ENSMLUG00000001658,14.91,12.28,12.4,8.44,19.42,9.7,23.99,5.58
ENSMLUG00000008118,22.26,0,17.05,8.44,6.59,17.4,8.15,6.94
ENSMLUG00000004531,48.89,43.29,20.02,26.57,21.05,0,41.19,33.56
ENSMLUG00000007995,12.7,0,1.59,0,5.6,3.1,3.18,20.99
ENSMLUG00000005251,14.21,9.93,0,0,27.84,0,67.78,7.52
ENSMLUG00000015218,15.03,7.63,12.15,9.57,18.1,16.62,25.79,14.13
ENSMLUG00000007145,15.56,2.55,7.7,15.58,11.8,17.58,5.45,0
ENSMLUG00000028836,10.8,3.63,0,2.84,0,14.44,7.17,8.54
ENSMLUG00000026584,0,0,0,0,0,35.62,0,0
ENSMLUG00000007824,9.47,16.93,8.12,8.57,37.02,21.17,26.59,20.68
ENSMLUG00000030356,0,0,0,0,0,2.12,0,0
ENSMLUG00000013802,11.29,13.07,8.27,14.41,26.57,17.76,10.2,17.6
ENSMLUG00000016484,6.96,0,3.02,4.35,37.24,3.54,2.66,3.41
ENSMLUG00000005929,61.36,53.14,141.95,114.8,49.95,70.79,57.25,55.69
ENSMLUG00000017205,315.19,494.36,560.97,323.07,684.82,223.81,363.14,318.54
ENSMLUG00000011804,13.41,30.36,13.55,7.75,34.56,31.98,23.69,22.14
ENSMLUG00000001644,32.03,18.33,35.44,21.27,47.45,39.39,30.77,44.28
ENSMLUG00000026132,36.43,10.88,25.68,8.5,19.27,64.39,38.65,94.48
ENSMLUG00000015625,33.43,14.86,15.68,21.34,20.63,29.33,23.13,29.38
ENSMLUG00000004297,0,0,0,0,0,0,0,28.46
ENSMLUG00000004037,108.47,63.77,98.86,97.73,145.86,50.46,105.76,61
ENSMLUG00000010541,0,14.67,10.63,5.53,25.58,32.78,27.23,12.05
ENSMLUG00000004812,21,16.2,13.24,27.64,15,30,28.45,38.28
ENSMLUG00000005176,0,0,7.2,12.43,0,5.03,0,0
ENSMLUG00000028713,6.48,15.31,8.49,9.11,11.56,0,5.5,8.19
ENSMLUG00000000234,27.87,19.81,30.7,23.17,32.33,39.7,40.26,33.49
ENSMLUG00000008733,11.76,23.07,7.59,6.16,10.75,4.34,8.56,3.57
ENSMLUG00000005967,37.72,52.38,27.97,19.29,129.75,53.65,48.16,44.5
ENSMLUG00000004971,15.02,8.02,7.29,10.47,17.28,39.1,10.36,11.92
ENSMLUG00000012002,53.08,141.3,164.14,128.03,30.31,128.11,54.88,47.46
ENSMLUG00000012794,147.96,62.51,62.91,35.46,97.04,166.01,120.08,66.32
ENSMLUG00000013935,6.45,1.66,5.81,4.72,9.16,8.6,5.56,7.1
ENSMLUG00000024637,12.46,11.17,13.68,11.11,27.82,27.96,67.74,15.53
ENSMLUG00000011321,0,0,18.34,34.04,0,0,0,0
ENSMLUG00000012861,143.87,119.3,73.06,59.15,75.24,46.63,63.28,69.98
ENSMLUG00000006061,12.31,4.99,16.04,10.5,10.72,20.52,0,0
ENSMLUG00000003854,0,12.28,9.99,2.37,0,8.43,0,0
ENSMLUG00000012338,19.12,8.45,0,0,0,0,17.12,17.54
ENSMLUG00000007875,146.57,64.44,30.88,64.39,239.86,69.4,140.89,49.74
ENSMLUG00000006590,0,0,0,0,0,35.27,0,0
ENSMLUG00000016318,10.1,0,0,5.22,0,0,11.58,0
ENSMLUG00000000333,67.64,54.88,43.07,38.81,35.16,22.25,41.08,37.43
ENSMLUG00000011765,12.55,0,0,0,28.57,0,0,0
ENSMLUG00000003562,8.55,8.63,8.32,8.39,16.78,8.37,6.3,6.93
ENSMLUG00000028983,56.65,28.49,130,86.3,69.49,67.6,68.47,107.78
ENSMLUG00000009823,0,0,0,0,6.35,10.37,9.88,29.42
ENSMLUG00000028142,0,0,5.01,6.04,33.6,0,0,0
ENSMLUG00000003293,29.31,13.08,23.78,31.53,24.34,30.98,23.46,31.97
ENSMLUG00000006852,48.87,68.11,45.02,44.48,0,25.03,52.75,27.7
ENSMLUG00000016031,24.58,32.02,0,0,14.33,39.6,15.29,16.7
ENSMLUG00000000499,13.25,0,18.15,10.07,66.84,41.09,19.52,13.25
ENSMLUG00000005061,65.13,48.45,64.23,28.14,95.88,50.4,43.85,86.29
ENSMLUG00000004412,20.36,12.52,4.92,3.55,17.85,10.31,18.13,5.15
ENSMLUG00000013261,0,0,4.66,4.81,11.92,0,0,0
ENSMLUG00000008041,29.33,19.2,8.18,13.88,8.34,30.25,14.35,22.33
ENSMLUG00000008286,68.81,48.11,27.84,12.92,37.97,22.84,44.81,24.01
ENSMLUG00000002208,0,0,4.64,4.75,14.7,9.77,21.68,24.46
ENSMLUG00000001464,28.39,17.26,8.64,22.58,126.66,30.57,23.75,9.22
ENSMLUG00000022576,0,13.34,8.49,2.36,0,9.4,12.24,0
ENSMLUG00000013790,77.98,92.57,97.48,74.66,89.99,65.36,67.77,36.67
ENSMLUG00000014455,0,10.9,4.85,4.25,0,0,13.2,10.45
ENSMLUG00000004524,43.4,9.68,21.09,13.38,25.45,40.71,99.18,50.72
ENSMLUG00000006300,26.79,26.01,40.76,35.98,30.15,30.44,37.13,23.49
ENSMLUG00000013385,0,34.78,0,41.87,0,0,27,0
ENSMLUG00000008481,52.84,54.31,50.07,43.31,51.77,64.29,69.15,65.43
ENSMLUG00000011356,107.79,60.28,77.52,82.97,91.81,81.11,101.66,58.04
ENSMLUG00000014970,52.48,29.55,37.06,28.01,132.36,45.01,20.21,20.65
ENSMLUG00000011111,0,7.02,4.01,3.16,0,5.47,7.79,5.85
ENSMLUG00000007331,42.03,27.49,29.61,0,0,107.9,43.05,85.24
ENSMLUG00000010734,7.14,6.73,6.33,6.23,42.29,0,0,23.33
ENSMLUG00000005983,11.68,6.24,3.75,5.89,14.57,11.15,6.69,11.48
ENSMLUG00000002909,30.88,19.03,16.75,19.65,10.76,37.26,32.92,33.82
ENSMLUG00000010902,0,0,0,10.36,0,0,24.24,25.29
ENSMLUG00000015629,46.14,27.09,43.58,0,55.88,16.8,20.53,5.33
ENSMLUG00000017789,37.72,76.85,12.27,16.63,32.34,17.77,29.08,53.75
ENSMLUG00000000804,7.67,10.72,13.75,7.67,13.24,10.76,18.39,12.87
ENSMLUG00000030590,28.8,18.35,33.41,34.86,29.81,94.58,35.15,12.95
ENSMLUG00000002736,0,15.88,17.43,5.17,29.47,10.66,12.06,59.47
ENSMLUG00000017070,0,3.75,0,0,0,0,0,0
ENSMLUG00000017164,0,5.39,4.9,3.45,0,0,2.4,3.25
ENSMLUG00000017191,0,0,0,2.01,0,0,0,0
ENSMLUG00000017751,23.15,17.28,21.99,14.98,20.39,39.21,93.93,28.65
ENSMLUG00000012924,168.92,136.91,58.29,42.54,97.56,50.34,124.68,31.68
ENSMLUG00000003597,0,0,0,0,8.63,0,0,0
ENSMLUG00000002296,17.2,29.28,10.83,8.98,39.26,60.65,87.92,25
ENSMLUG00000010613,78.12,105.44,33.6,43.58,34.2,48.38,38.48,19.18
ENSMLUG00000014303,52.94,39.09,23.42,22.09,31.06,22.28,34.41,23.67
ENSMLUG00000007623,28.37,17.1,29.54,52.83,15.07,20.76,57.61,13.56
ENSMLUG00000001812,357.57,95.61,342.63,83.6,259.44,129.54,284.48,180.33
ENSMLUG00000013011,28.38,20.29,28.86,26.11,46.93,14.86,28.38,11.65
ENSMLUG00000000420,3.5,0,9.09,0,17.08,19.1,11.63,12.38
ENSMLUG00000000557,138.8,132.79,123.83,65.84,123,76.06,80.74,43.19
ENSMLUG00000010279,16.22,14.43,9.15,9.62,13.82,17.76,11.33,9.4
ENSMLUG00000017679,0,6.31,4.24,5.05,10.82,16.25,8.52,9.62
ENSMLUG00000007068,55.3,21.3,424.85,20.88,33.34,23.2,20.46,28.96
ENSMLUG00000004624,0,0,0,0,0,0,0,0
ENSMLUG00000015561,23.81,10.1,0,0,39.74,0,6.25,12.92
ENSMLUG00000001090,0,0,0,8.77,0,0,0,0
ENSMLUG00000013265,13.48,10.29,3.9,4.44,10.58,7.51,13.62,9.42
ENSMLUG00000014874,217.98,183.63,162.51,115.08,189.55,131.95,267.14,316.11
ENSMLUG00000009471,0,0,3.27,1.21,0,0,0,0
ENSMLUG00000010057,232.69,121.97,233.14,174.2,153.4,183.09,121.23,235.32
ENSMLUG00000011735,0,0,9.58,4.33,16.1,0,0,0
ENSMLUG00000005627,48.21,57.1,53.05,35.39,50.96,41.81,46.07,28.62
ENSMLUG00000023450,0,5.38,11.77,4.39,0,0,5.42,0
ENSMLUG00000028614,48.27,76.74,100.27,117.33,160.98,110.31,0,69.56
ENSMLUG00000009270,13.94,12.35,8.93,10.89,12.73,21.44,22.99,25.37
ENSMLUG00000005294,5.16,0,7.12,6.49,6.77,8.78,0,4.93
ENSMLUG00000011185,0,0,0,0,0,9.97,5.36,11.57
ENSMLUG00000000795,33.09,92.44,32.11,29.63,23.81,41.06,25.67,15.42
ENSMLUG00000000937,6.75,10.28,3.34,6.06,8.72,2.74,3.15,3.41
ENSMLUG00000008089,32.96,12.48,12.07,13.02,18.26,21.7,12.16,24.06
ENSMLUG00000003706,17.52,0,0,0,0,0,0,0
ENSMLUG00000012017,0,0,0,0,21.83,0,0,0
ENSMLUG00000013840,0,0,22.42,17.94,25.74,0,25.55,0
ENSMLUG00000017288,185.94,125.69,150.56,77,286.2,0,368.53,196.82
ENSMLUG00000011950,2.8,0,0,2.28,0,2.98,0,0
ENSMLUG00000011980,0,0,0,0,0,31.53,0,0
ENSMLUG00000015017,0,0,0,0,8.67,0,0,0
ENSMLUG00000012728,70.79,39.43,15.21,59.22,79.6,72.62,47.04,72.55
ENSMLUG00000013920,37.92,30.87,6.67,5.35,41.03,40.85,12.74,10.46
ENSMLUG00000014033,28.44,20.41,20.61,25.98,83.22,18.83,11.92,12.87
ENSMLUG00000015073,8.61,0,0,3.85,0,0,0,6.76
ENSMLUG00000006548,10.06,5.71,7.31,8.38,9.1,18.87,3.89,7.45
ENSMLUG00000008749,0,6.83,7.97,5.7,0,0,0,6.16
ENSMLUG00000016763,35.86,39.78,31.32,28.52,63.59,29.29,27.31,98.85
ENSMLUG00000012152,34.41,13.57,22.85,25.51,17.39,17.81,24.16,32.3
ENSMLUG00000011241,24.24,61.12,57.98,19.08,14.78,15.36,16.26,16.13
ENSMLUG00000003454,0,0,21.33,20.71,43.35,15.16,23.82,35.51
ENSMLUG00000024901,2.03,5.82,2.53,4.94,0,7.25,0,0
ENSMLUG00000027166,14.44,3.37,5.46,9.03,22.17,12.5,7.46,12.76
ENSMLUG00000013576,39.62,50.47,100.79,51.33,59.17,79.53,66.89,41.42
ENSMLUG00000012398,55.59,14.43,24.29,19.72,25.89,12.77,16.89,15.47
ENSMLUG00000014569,57.79,79.52,86.12,75.85,81.79,90.92,93.74,87.87
ENSMLUG00000001883,20.48,8.18,10.07,13.06,12.91,27.35,11.38,8
ENSMLUG00000000532,0,352.38,204.71,136.6,194.24,122.56,209.31,166.12
ENSMLUG00000001052,31.75,29.51,21.1,17.37,17.71,22.35,13.09,11.88
ENSMLUG00000016460,20.65,0,0,0,0,0,0,0
ENSMLUG00000009895,2.03,0,0,0,0,0,0,0
ENSMLUG00000000616,67.93,58.94,33.68,31.55,35.7,39.93,34.67,27.42
ENSMLUG00000011679,3.43,0,0,3.07,2.78,0,0,0
ENSMLUG00000027761,23.69,13.55,7.73,0,31.26,11.93,15.75,14.68
ENSMLUG00000005310,0,0,5.55,0,0,9.44,0,13.88
ENSMLUG00000012437,0,113.13,171.28,106.47,68.87,163.76,132.97,87.28
ENSMLUG00000030064,9.81,10.92,5.84,6.96,0,0,8.6,8.6
ENSMLUG00000006033,20.61,16.47,9.17,14.99,18.78,30.5,18.54,46.11
ENSMLUG00000005939,0,0,0,0,0,0,7.74,3.05
ENSMLUG00000012451,10.35,12.6,6.96,12.17,9.29,12.76,4.34,0
ENSMLUG00000001570,42.57,23.96,25.46,17.47,35.75,102.99,79.68,13.76
ENSMLUG00000014702,0,6.16,2.3,5.96,0,0,7.04,0
ENSMLUG00000017023,0,0,2.02,3.04,7.91,0,0,0
ENSMLUG00000011357,4.48,0,0,0,0,0,0,0
ENSMLUG00000011756,24.66,26.84,9.17,9.51,24.61,24.06,29.77,7.7
ENSMLUG00000007295,174.46,72.56,50.08,58.59,87.97,173,134.44,156.46
ENSMLUG00000013500,15.41,11.88,32.42,18.45,35.63,31.13,18.88,0
ENSMLUG00000007168,48.82,43.29,63.08,44.63,68.57,42.99,47.39,37.59
ENSMLUG00000013155,0,48.71,19.62,42.81,71.78,64.25,51.78,45.84
ENSMLUG00000001406,0,3.42,4.15,0,0,0,0,0
ENSMLUG00000005541,0,0,1.96,0,0,0,0,0
ENSMLUG00000009277,0,0,0,0,0,0,0,11.24
ENSMLUG00000008913,0,13.97,10.15,3.36,8.84,14.8,7.82,0
ENSMLUG00000003691,12.2,10.5,5.2,7.34,19.9,9.79,17.16,5.46
ENSMLUG00000007161,0,0,5.31,8.87,10.17,0,6.72,15.92
ENSMLUG00000003605,6.9,7.83,4.41,4.33,11.43,7.49,7,10.79
ENSMLUG00000010337,15.87,17.18,15.7,18.02,52.72,38.13,23.82,26.57
ENSMLUG00000013688,18.51,16.88,26.87,29.95,38.32,0,20.69,19.75
ENSMLUG00000000247,23.24,13.7,6.32,10.81,0,12.8,13.8,12.55
ENSMLUG00000016681,65.72,51.66,63.2,57.51,52.59,42.66,55.31,24.93
ENSMLUG00000010910,14.7,3.2,3.37,3.64,14.74,8.1,10.98,17.26
ENSMLUG00000011643,1.55,13.9,11.94,14.54,8.51,16.42,12.36,19.59
ENSMLUG00000003867,0,6.63,0,6.15,0,0,0,14.77
ENSMLUG00000024868,7.55,0,0,0,0,0,0,0
ENSMLUG00000010292,132.71,51.57,0,90.91,335.95,0,170.36,117.62
ENSMLUG00000010258,168.81,104.37,80.15,38.22,95.72,134.69,91.33,113.45
ENSMLUG00000016321,27.37,15.65,24.09,26.56,45.87,41.59,30.33,49.68
